价格,网址,商品名称,裸机重量,厚度,屏幕尺寸,待机时长,商品产地,屏幕色域,系统,显存,内存,硬盘,显卡
3850.0,//item.jd.com/100008528560.html,联想昭阳K,none,none,none,none,中国大陆,none,Windows 10,none,none,none,none
5799.0,//item.jd.com/100005991237.html,华硕Vivobook 系列,none,18.1mm—20.0mm,15-15.9英寸,none,中国大陆,none,Windows 10,2GB,8G,512G SSD,MX250
6299.0,//item.jd.com/100007136943.html,惠普惠普ENVY13,1-1.5KG,15.1mm—18.0mm,none,none,中国大陆,none,Windows 10,none,8G,512G SSD,集成显卡
20999.0,//item.jd.com/100007048553.html,华硕灵耀X,none,none,none,none,中国大陆,none,Windows 10,none,32G,none,RTX2060
21999.0,//item.jd.com/100012689602.html,微星强袭GE75游戏本,2.5kg以上,25.0mm以上,17.3英寸,小于5小时,中国大陆,72%NTSC,windows 10 不带Office,8G,16G,512G SSD+1T HDD,RTX Super
21399.0,//item.jd.com/100012696266.html,技嘉AORUS,2-2.5kg,20.0mm—25.0mm,15.6英寸,5-7小时,中国台湾,none,windows 10 不带Office,其他,16G,512G SSD,RTX Super MaxQ
3699.0,//item.jd.com/100012177984.html,海尔MIX15 5S,1.5-2kg,18.1mm—20.0mm,15-15.9英寸,5-7小时,中国大陆,none,Windows 10,共享系统内存（集成）,8G,512G SSD,集成显卡
5499.0,//item.jd.com/100004162920.html,宏碁SF514,小于1KG,none,none,7-9小时,中国大陆,none,Windows 10,none,none,none,集成显卡
5199.0,//item.jd.com/100008836130.html,华为荣耀MagicBook,1.5-2kg,15.1mm—18.0mm,none,9小时以上,中国大陆,none,DOS/Linux,2GB,none,none,入门级游戏独立显卡
10299.0,//item.jd.com/100011239296.html,ThinkPadThinkPad-T490s,1-1.5KG,15.1mm—18.0mm,none,5-7小时,中国大陆,none,Windows 10,共享系统内存（集成）,16G,512G SSD,none
13999.0,//item.jd.com/100007619172.html,ThinkPadP,none,15.1mm—18.0mm,14-14.9英寸,none,中国大陆,none,Windows 10,2GB,16G,512G SSD,其他
6299.0,//item.jd.com/100009748466.html,戴尔G3,2-2.5kg,20.0mm—25.0mm,15.6英寸,9小时以上,中国大陆,none,windows 10 Office,4G,8G,512G SSD,GTX1650
6099.0,//item.jd.com/41349578629.html,联想（Lenovo）YOGA C740,1-1.5KG,15.0mm及以下,none,none,中国大陆,none,Windows 10,none,8G,512G SSD,集成显卡
9388.0,//item.jd.com/100005584115.html,微软Surface Laptop 3,1.5-2kg,15.0mm及以下,15-15.9英寸,9小时以上,中国大陆,none,Windows 10,none,8G,none,集成显卡
7489.0,//item.jd.com/68182455305.html,机械师（MACHENIKE）F117-V,2.5kg以上,25.0mm以上,15.6英寸,小于5小时,none,none,windows 10 不带Office,6G,8G,512G SSD,GTX1660Ti
5899.0,//item.jd.com/50203346542.html,联想（Lenovo）联想扬天V15,1.5-2kg,18.1mm—20.0mm,15-15.9英寸,小于5小时,中国大陆,none,Windows 10,2GB,8G,none,高性能游戏独立显卡
9999.0,//item.jd.com/100012342014.html,微星冲锋坦克2 GL75游戏本,2-2.5kg,25.0mm以上,17.3英寸,小于5小时,中国大陆,72%NTSC,windows 10 不带Office,6G,16G,512G SSD,GTX1660Ti
5999.0,//item.jd.com/65176760173.html,ThinkPad ThinkPad S3锋芒 2020,none,15.1mm—18.0mm,none,none,none,none,Windows 10,none,none,none,none
7799.0,//item.jd.com/100006037588.html,联想拯救者Y7000,2-2.5kg,20.0mm—25.0mm,15.6英寸,小于5小时,中国大陆,none,windows 10 Office,6G,8G,512G SSD,GTX1660Ti
12699.0,//item.jd.com/100002949636.html,VAIOSX,1-1.5KG,15.1mm—18.0mm,14-14.9英寸,7-9小时,日本,其他,Windows 10,共享系统内存（集成）,16G,512G SSD,集成显卡
2599.0,//item.jd.com/100005814926.html,戴尔Latitude 3500,1.5-2kg,15.1mm—18.0mm,none,9小时以上,中国大陆,none,Windows 10,共享系统内存（集成）,4G,none,集成显卡
2599.0,//item.jd.com/100006143642.html,戴尔Latitude 3400,1.5-2kg,18.1mm—20.0mm,none,9小时以上,中国大陆,none,Windows 10,共享系统内存（集成）,4G,none,集成显卡
6099.0,//item.jd.com/100005442489.html,惠普星15,1.5-2kg,15.1mm—18.0mm,none,none,中国大陆,none,Windows 10,2GB,none,none,none
3599.0,//item.jd.com/100004749615.html,华硕FL8700,1.5-2kg,20.0mm以上,15-15.9英寸,5-7小时,中国大陆,none,Windows 10,none,8G,512G SSD,集成显卡
17999.0,//item.jd.com/100010056732.html,惠普HP EliteBook系列,1-1.5KG,15.1mm—18.0mm,none,none,中国大陆,none,Windows 10,none,16G,none,集成显卡
12999.0,//item.jd.com/100010435418.html,微星GE75游戏本,2.5kg以上,25.0mm以上,17.3英寸,小于5小时,中国大陆,72%NTSC,windows 10 不带Office,6G,16G,512G SSD,RTX2060
3599.0,//item.jd.com/100010836264.html,华为荣耀MagicBook,1.5-2kg,15.1mm—18.0mm,15-15.9英寸,9小时以上,中国大陆,none,Windows 10,共享系统内存（集成）,8G,256G SSD,集成显卡
2299.0,//item.jd.com/100001012445.html,宏碁墨舞TMB118,none,20.0mm以上,none,9小时以上,中国大陆,none,Windows 10,none,none,none,集成显卡
12699.0,//item.jd.com/100010816682.html,VAIOVJS122C0511S,小于1KG,15.1mm—18.0mm,13英寸以下,9小时以上,日本,none,Windows 10,none,8G,512G SSD,集成显卡
4699.0,//item.jd.com/46336868624.html,ThinkPad2019 S3锋芒,1.5-2kg,15.1mm—18.0mm,none,none,none,none,Windows 10,none,none,none,none
34999.0,//item.jd.com/100004172027.html,宏碁PH717,2.5kg以上,25.0mm以上,17.3英寸,5-7小时,中国大陆,none,windows 10 Office,8G,64G,none,RTX2080
2799.0,//item.jd.com/100006126404.html,宏碁墨舞B118,none,none,none,none,中国大陆,none,Windows 10,none,none,none,none
4899.0,//item.jd.com/100010248784.html,华为荣耀MagicBook,1.5-2kg,15.1mm—18.0mm,none,9小时以上,中国大陆,none,DOS/Linux,共享系统内存（集成）,none,none,集成显卡
6999.0,//item.jd.com/100006946945.html,微星GF63,1.5-2kg,20.0mm—25.0mm,15.6英寸,小于5小时,中国大陆,72%NTSC,windows 10 不带Office,其他,8G,512G SSD,GTX MaxQ
5689.0,//item.jd.com/67837023012.html,机械师（MACHENIKE）T58-V,2-2.5kg,25.0mm以上,15.6英寸,小于5小时,none,45%NTSC,windows 10 不带Office,4G,8G,512G SSD,GTX1650
6799.0,//item.jd.com/58649233538.html,ThinkPadThinkPad E14,1.5-2kg,20.0mm以上,none,none,none,none,Windows 10,2GB,8G,512G SSD,入门级游戏独立显卡
6199.0,//item.jd.com/50203346544.html,联想（Lenovo）联想扬天V15,1.5-2kg,18.1mm—20.0mm,15-15.9英寸,小于5小时,中国大陆,none,Windows 10,2GB,8G,128G SSD+1T HDD,高性能游戏独立显卡
6999.0,//item.jd.com/100013118506.html,未来人类DR5,2-2.5kg,25.0mm以上,15.6英寸,小于5小时,中国大陆,72%NTSC,windows 10 不带Office,4G,16G,256G SSD+1T HDD,GTX1650Ti
3299.0,//item.jd.com/100006222934.html,海尔博越M53,1.5-2kg,15.1mm—18.0mm,15-15.9英寸,7-9小时,中国大陆,none,Windows 10,2GB,8G,256G SSD,入门级游戏独立显卡
4699.0,//item.jd.com/46336868627.html,ThinkPad2019 S3锋芒,1.5-2kg,15.1mm—18.0mm,none,none,none,none,Windows 10,none,none,none,none
2499.0,//item.jd.com/100013262922.html,中柏JNB10,none,15.0mm及以下,14-14.9英寸,none,中国大陆,none,Windows 10,其它,64G,none,其他
16999.0,//item.jd.com/100012698256.html,宏碁EX215,none,none,none,none,中国大陆,none,Windows 10,none,4G,none,none
7299.0,//item.jd.com/100005518262.html,雷神新911,2-2.5kg,20.0mm—25.0mm,16.6英寸,小于5小时,中国大陆,72%NTSC,windows 10 不带Office,6G,8G,512G SSD,RTX2060
5299.0,//item.jd.com/100004790399.html,惠普星14,1.5-2kg,15.1mm—18.0mm,14-14.9英寸,9小时以上,中国大陆,none,Windows 10,2GB,8G,512G SSD,MX250
7399.0,//item.jd.com/100006240797.html,ThinkPadS2,1-1.5KG,15.1mm—18.0mm,13-13.9英寸,5-7小时,中国大陆,none,Windows 10,none,8G,512G SSD,集成显卡
6099.0,//item.jd.com/41349578628.html,联想（Lenovo）YOGA C740,1-1.5KG,15.0mm及以下,none,none,中国大陆,none,Windows 10,none,8G,512G SSD,none
14999.0,//item.jd.com/66750955903.html,技嘉（GIGABYTE）New Aero 15,2-2.5kg,20.0mm—25.0mm,15.6英寸,7-9小时,none,none,windows 10 不带Office,8G,16G,512G SSD,RTX MaxQ
7999.0,//item.jd.com/100002844907.html,ThinkPadS3,1.5-2kg,15.1mm—18.0mm,14-14.9英寸,5-7小时,中国大陆,none,Windows 10,none,8G,512G SSD,入门级游戏独立显卡
14479.0,//item.jd.com/100010653082.html,机械革命钛钽,2-2.5kg,20.0mm—25.0mm,17.3英寸,7-9小时,中国大陆,100%sRGB,windows 10 Office,6G,32G,none,RTX2060
5799.0,//item.jd.com/100009238486.html,惠普战66 Pro 14 G3,1.5-2kg,15.1mm—18.0mm,none,none,中国大陆,none,Windows 10,2GB,8G,none,入门级游戏独立显卡
4099.0,//item.jd.com/65388967415.html,ThinkPadThinkPad E14,1.5-2kg,20.0mm以上,none,none,none,none,Windows 10,共享系统内存（集成）,8G,256G SSD,none
14999.0,//item.jd.com/67309484201.html,技嘉（GIGABYTE）AORUS 15G / AORUS 17G,2-2.5kg,20.0mm—25.0mm,15.6英寸,7-9小时,none,none,windows 10 不带Office,8G,none,none,RTX MaxQ
4999.0,//item.jd.com/52143755235.html,联想（Lenovo）联想扬天V730,1-1.5KG,15.1mm—18.0mm,13-13.9英寸,小于5小时,中国大陆,none,none,none,8G,none,集成显卡
5699.0,//item.jd.com/100002584770.html,ThinkPadS3,1.5-2kg,15.1mm—18.0mm,14-14.9英寸,5-7小时,中国大陆,none,Windows 10,none,8G,512G SSD,集成显卡
2899.0,//item.jd.com/44075986104.html,联想（Lenovo）联想扬天V110,2-2.5kg,18.1mm—20.0mm,none,小于5小时,中国大陆,none,Windows 10,共享系统内存（集成）,4G,none,none
14999.0,//item.jd.com/66138978781.html,松下（Panasonic）松下-CF,小于1KG,20.0mm以上,none,＞12小时,日本,none,Windows 10,none,8G,512G SSD,集成显卡
2999.0,//item.jd.com/100004475258.html,联想D330,none,9.1mm-11mm,10.1英寸,none,中国大陆,none,windows,none,none,none,none
14999.0,//item.jd.com/100009079064.html,华硕ARTONE,1-1.5KG,18.1mm—20.0mm,13-13.9英寸,none,中国大陆,72%NTSC,Windows 10,none,16G,none,入门级游戏独立显卡
6799.0,//item.jd.com/100006228286.html,华硕飞行堡垒7,2-2.5kg,25.0mm以上,15.6英寸,小于5小时,中国大陆,45%NTSC,windows 10 不带Office,6G,16G,512G SSD,GTX1660Ti
7699.0,//item.jd.com/100004916176.html,雷神新911,2-2.5kg,20.0mm—25.0mm,16.6英寸,小于5小时,中国大陆,72%NTSC,windows 10 不带Office,4G,8G,512G SSD,GTX1650
10599.0,//item.jd.com/100005528184.html,微星GP75游戏本,2.5kg以上,25.0mm以上,17.3英寸,小于5小时,中国大陆,72%NTSC,windows 10 不带Office,6G,8G,512G SSD,RTX2060
4799.0,//item.jd.com/66609735921.html,华硕（ASUS）ADOL13,none,15.1mm—18.0mm,none,none,none,none,Windows 10,共享系统内存（集成）,8G,256G SSD,集成显卡
27599.0,//item.jd.com/100011239442.html,微软Surface Book 2,1.5-2kg,18.1mm—20.0mm,none,＞12小时,中国大陆,none,Windows 10,6GB,16G,none,其他
14199.0,//item.jd.com/100012231814.html,技嘉AORUS15,2-2.5kg,20.0mm—25.0mm,15.6英寸,7-9小时,中国台湾,none,windows 10 不带Office,6G,16G,512G SSD,RTX2060
6999.0,//item.jd.com/100006581284.html,雷神新911,2-2.5kg,20.0mm—25.0mm,16.6英寸,小于5小时,中国大陆,72%NTSC,windows 10 不带Office,6G,8G,512G SSD,GTX1660Ti
6799.0,//item.jd.com/100010823382.html,三星730系列,none,15.0mm及以下,13-13.9英寸,9小时以上,中国大陆,none,Windows 10,共享系统内存（集成）,8G,512G SSD,其他
9699.0,//item.jd.com/100002068619.html,VAIOVJS141C0611S,1-1.5KG,15.1mm—18.0mm,14-14.9英寸,7-9小时,日本,其他,Windows 10,其它,8G,256G SSD,集成显卡
27499.0,//item.jd.com/100007341995.html,雷蛇灵刃15精英版,2-2.5kg,20.0mm以下,15.6英寸,5-7小时,中国大陆,none,windows 10 不带Office,8G,16G,none,RTX Super MaxQ
8949.0,//item.jd.com/61287268063.html,ThinkPadT590,none,none,none,none,none,none,Windows 10,none,none,none,none
5499.0,//item.jd.com/100001025859.html,联想MIIX 520,none,9.1mm-11mm,none,none,中国大陆,none,windows,none,none,none,none
6399.0,//item.jd.com/67468340379.html,ThinkPadE14,none,none,none,none,none,none,Windows 10,none,8G,128G SSD+1T HDD,其他
13999.0,//item.jd.com/65894345628.html,松下（Panasonic）松下-CF,小于1KG,20.0mm以上,none,＞12小时,日本,none,Windows 10,none,8G,256G SSD,集成显卡
4099.0,//item.jd.com/100008895090.html,机械革命S1,1-1.5KG,18.1mm—20.0mm,14-14.9英寸,9小时以上,中国大陆,其他,Windows 10,2GB,8G,512G SSD,入门级游戏独立显卡
5399.0,//item.jd.com/8674543.html,联想小新潮7000,1.5-2kg,18.1mm—20.0mm,none,9小时以上,中国大陆,none,Windows 10,none,none,none,入门级游戏独立显卡
3299.0,//item.jd.com/65386908042.html,ThinkPadThinkPad E495,none,18.1mm—20.0mm,none,9小时以上,none,none,Windows 10,none,none,none,none
9799.0,//item.jd.com/100006433568.html,VAIOVJS121C0511B,小于1KG,15.1mm—18.0mm,13英寸以下,9小时以上,日本,none,Windows 10,none,8G,256G SSD,集成显卡
9299.0,//item.jd.com/67475274181.html,机械师（MACHENIKE）F117-FP,2.5kg以上,25.0mm以上,17.3英寸,小于5小时,none,none,windows 10 不带Office,6G,16G,256G SSD+1T HDD,RTX2060
9799.0,//item.jd.com/100003809675.html,VAIOVJS121C0611P,小于1KG,15.1mm—18.0mm,13英寸以下,9小时以上,日本,其他,Windows 10,共享系统内存（集成）,8G,256G SSD,集成显卡
4199.0,//item.jd.com/65375882935.html,联想（Lenovo）联想扬天V340,1.5-2kg,18.1mm—20.0mm,15-15.9英寸,none,中国大陆,none,none,2GB,8G,256G SSD,高性能游戏独立显卡
10999.0,//item.jd.com/100006359879.html,LGgram,none,15.1mm—18.0mm,14-14.9英寸,none,中国大陆,none,Windows 10,none,8G,512G SSD,集成显卡
18399.0,//item.jd.com/100012696284.html,技嘉AORUS,2-2.5kg,20.0mm—25.0mm,15.6英寸,5-7小时,中国大陆,none,windows 10 不带Office,8G,16G,512G SSD,RTX MaxQ
9999.0,//item.jd.com/100006740571.html,微星冲锋坦克2 Pro GP65游戏本,2-2.5kg,25.0mm以上,15.6英寸,小于5小时,中国大陆,72%NTSC,windows 10 不带Office,6G,16G,512G SSD,GTX1660Ti
9299.0,//item.jd.com/100005701545.html,微星GP65,2-2.5kg,25.0mm以上,15.6英寸,小于5小时,中国大陆,72%NTSC,windows 10 不带Office,6G,8G,512G SSD,RTX2060
1849.0,//item.jd.com/100005717981.html,中柏EZbook JB10,none,11.1mm及以上,11.6英寸,none,中国大陆,none,windows,none,none,none,none
9299.0,//item.jd.com/100010636926.html,戴尔G3,2-2.5kg,20.0mm—25.0mm,15.6英寸,9小时以上,中国大陆,none,windows 10 Office,6G,8G,512G SSD,RTX2060
17999.0,//item.jd.com/46288993923.html,ThinkPadT480s,1-1.5KG,18.1mm—20.0mm,none,5-7小时,none,none,Windows 10,none,none,none,none
8499.0,//item.jd.com/47766807876.html,ThinkPadX1 Carbon,1-1.5KG,15.1mm—18.0mm,none,5-7小时,none,none,Windows 10,共享系统内存（集成）,8G,256G SSD,none
2999.0,//item.jd.com/45852594121.html,联想（Lenovo）联想扬天V110,1.5-2kg,18.1mm—20.0mm,none,小于5小时,中国大陆,none,Windows 10,none,8G,none,none
9299.0,//item.jd.com/100007619170.html,ThinkPadP,none,15.1mm—18.0mm,14-14.9英寸,none,中国大陆,none,Windows 10,2GB,8G,256G SSD,其他
9388.0,//item.jd.com/100005480385.html,微软Surface Pro7,none,7.1mm-9mm,12.3英寸,none,中国大陆,none,windows,none,none,none,none
4999.0,//item.jd.com/56054727133.html,ThinkPadThinkBook 14s,1-1.5KG,15.1mm—18.0mm,14-14.9英寸,5-7小时,none,none,Windows 10,none,8G,256G SSD,集成显卡
6468.0,//item.jd.com/100011324450.html,戴尔戴尔灵越5000fit,none,none,none,none,中国大陆,none,Windows 10,none,8G,512G SSD,MX250
4399.0,//item.jd.com/100005338865.html,华为荣耀MagicBook,1-1.5KG,15.1mm—18.0mm,none,none,中国大陆,none,DOS/Linux,2GB,none,none,入门级游戏独立显卡
5799.0,//item.jd.com/100004707516.html,ThinkPadS2,1-1.5KG,18.1mm—20.0mm,13-13.9英寸,5-7小时,中国大陆,none,Windows 10,none,8G,512G SSD,集成显卡
10499.0,//item.jd.com/100002131135.html,LGgram,none,none,none,none,中国大陆,none,Windows 10,none,none,none,none
5999.0,//item.jd.com/66643063858.html,华硕（ASUS）UX3000FA,none,15.1mm—18.0mm,none,none,none,none,Windows 10,共享系统内存（集成）,8G,512G SSD,集成显卡
8499.0,//item.jd.com/100012929976.html,ThinkPadS2,1-1.5KG,15.1mm—18.0mm,13-13.9英寸,5-7小时,中国大陆,none,Windows 10,none,16G,512G SSD,集成显卡
5799.0,//item.jd.com/100010782086.html,华硕Vivobook 系列,none,18.1mm—20.0mm,15-15.9英寸,none,中国大陆,none,Windows 10,2GB,8G,512G SSD,MX250
17999.0,//item.jd.com/100004364243.html,微星绝影GS75游戏本,2-2.5kg,20.0mm以下,17.3英寸,小于5小时,中国大陆,72%NTSC,windows 10 不带Office,8G,16G,none,RTX MaxQ
6099.0,//item.jd.com/100005724690.html,联想拯救者Y7000,2-2.5kg,20.0mm—25.0mm,15.6英寸,小于5小时,中国大陆,none,windows 10 Office,3G,8G,512G SSD,GTX1050
8399.0,//item.jd.com/100006729754.html,AppleMacBook Air,none,none,none,none,中国大陆,none,其他,none,none,none,none
9979.0,//item.jd.com/100002715925.html,AppleMacBook Pro,none,none,none,none,中国大陆,none,MAC,none,none,none,none
5697.0,//item.jd.com/56054727137.html,ThinkPadThinkBook 14s,1-1.5KG,15.1mm—18.0mm,14-14.9英寸,5-7小时,none,none,Windows 10,none,8G,512G SSD,其他
16499.0,//item.jd.com/100006550673.html,微软Surface Pro X,none,7.1mm-9mm,其他,none,中国大陆,none,windows,none,none,none,none
7299.0,//item.jd.com/67277767961.html,机械师（MACHENIKE）T90-PLUS-T,none,20.0mm以上,none,none,none,none,Windows 10,none,8G,256G SSD+1T HDD,GTX1650Ti
5099.0,//item.jd.com/100004697890.html,宏碁TraveMate,小于1KG,15.0mm及以下,14-14.9英寸,9小时以上,中国大陆,none,Windows 10,none,8G,512G SSD,集成显卡
6989.0,//item.jd.com/100010816642.html,微星Modern 15,1.5-2kg,15.1mm—18.0mm,none,7-9小时,中国大陆,none,Windows 10,2GB,8G,512G SSD,入门级游戏独立显卡
13999.0,//item.jd.com/100005303710.html,微星GE75游戏本,2-2.5kg,20.0mm—25.0mm,17.3英寸,小于5小时,中国大陆,72%NTSC,windows 10 不带Office,8G,16G,256G SSD+1T HDD,RTX2070
13999.0,//item.jd.com/100006567140.html,戴尔XPS15,1.5-2kg,15.1mm—18.0mm,15-15.9英寸,7-9小时,中国大陆,none,Windows 10,none,8G,none,入门级游戏独立显卡
7799.0,//item.jd.com/100004247834.html,惠普HP 战系列,2-2.5kg,18.1mm—20.0mm,none,9小时以上,中国大陆,none,Windows 10,2GB,16G,512G SSD,入门级游戏独立显卡
7299.0,//item.jd.com/100006581282.html,雷神新911,2-2.5kg,20.0mm—25.0mm,15.6英寸,小于5小时,中国大陆,none,windows 10 不带Office,4G,16G,512G SSD,GTX1650
6986.0,//item.jd.com/47534105733.html,联想（Lenovo）小新Air15,1.5-2kg,15.1mm—18.0mm,none,＞12小时,中国大陆,none,Windows 10,2GB,12G,none,MX250
5599.0,//item.jd.com/56280907639.html,ThinkPadThinkBook 14s,1-1.5KG,15.1mm—18.0mm,14-14.9英寸,5-7小时,none,none,Windows 10,2GB,8G,512G SSD,其他
14699.0,//item.jd.com/100006008781.html,VAIOVJS142C0411T,1-1.5KG,15.1mm—18.0mm,none,7-9小时,日本,none,Windows 10,none,16G,512G SSD,集成显卡
4799.0,//item.jd.com/100010782052.html,华硕Vivobook 系列,1.5-2kg,none,none,5-7小时,中国大陆,none,Windows 10,2GB,8G,512G SSD,MX250
7099.0,//item.jd.com/100004168323.html,雷神911Air星战,2-2.5kg,20.0mm—25.0mm,15.6英寸,小于5小时,中国大陆,none,windows 10 不带Office,4G,8G,none,GTX1650
14399.0,//item.jd.com/100010816656.html,VAIOVJS142C0511A,1-1.5KG,15.1mm—18.0mm,none,7-9小时,日本,none,Windows 10,none,16G,512G SSD,集成显卡
4799.0,//item.jd.com/46336868622.html,ThinkPad2019 S3锋芒,1.5-2kg,15.1mm—18.0mm,none,none,none,none,Windows 10,none,none,none,none
4699.0,//item.jd.com/100005442485.html,惠普星13,1-1.5KG,15.1mm—18.0mm,13-13.9英寸,none,中国大陆,none,Windows 10,其它,8G,512G SSD,集成显卡
7299.0,//item.jd.com/62208106007.html,惠普（HP）ENVY 13-aq1058TX/1059/1050/1051,1-1.5KG,15.1mm—18.0mm,none,＞12小时,none,none,Windows 10,共享系统内存（集成）,8G,512G SSD,集成显卡
7199.0,//item.jd.com/100012443352.html,攀升V152DLM32,1.5-2kg,20.0mm—25.0mm,15.6英寸,9小时以上,中国大陆,72%NTSC,windows 10 不带Office,6G,8G,256G SSD,GTX1660Ti
4399.0,//item.jd.com/100005723681.html,华为荣耀MagicBook,1.5-2kg,15.1mm—18.0mm,none,9小时以上,中国大陆,none,DOS/Linux,共享系统内存（集成）,none,none,集成显卡
6489.0,//item.jd.com/100006008761.html,微星Modern 15,1.5-2kg,15.1mm—18.0mm,none,7-9小时,中国大陆,none,Windows 10,2GB,8G,512G SSD,入门级游戏独立显卡
6998.0,//item.jd.com/100007825684.html,戴尔套装,none,none,none,none,中国大陆,none,Windows 10,2GB,8G,none,入门级游戏独立显卡
12999.0,//item.jd.com/100010341876.html,戴尔XPS 13,1-1.5KG,15.0mm及以下,15-15.9英寸,9小时以上,中国大陆,none,Windows 10,共享系统内存（集成）,8G,256G SSD,集成显卡
12999.0,//item.jd.com/100009645478.html,戴尔XPS 13,1-1.5KG,15.0mm及以下,13-13.9英寸,9小时以上,中国大陆,none,Windows 10,共享系统内存（集成）,8G,256G SSD,集成显卡
4599.0,//item.jd.com/55340403752.html,联想（Lenovo）联想扬天V320,1.5-2kg,18.1mm—20.0mm,14-14.9英寸,小于5小时,中国大陆,none,Windows 10,2GB,8G,128G SSD+1T HDD,高性能游戏独立显卡
12999.0,//item.jd.com/100006633046.html,宏碁SF7,小于1KG,none,none,9小时以上,中国大陆,none,Windows 10,none,none,none,集成显卡
3499.0,//item.jd.com/100005704873.html,ThinkPadE490,1.5-2kg,20.0mm以上,14-14.9英寸,5-7小时,中国大陆,none,Windows 10,none,4G,256G SSD,集成显卡
6499.0,//item.jd.com/69022668349.html,惠普（HP）3085TX/3086TX/3090TX/3091TX/3089TX,1.5-2kg,15.1mm—18.0mm,none,9小时以上,none,none,Windows 10,2GB,8G,none,MX330
6599.0,//item.jd.com/53215660613.html,联想（Lenovo）联想扬天V330,2-2.5kg,18.1mm—20.0mm,none,小于5小时,中国大陆,none,Windows 10,2GB,8G,none,高性能游戏独立显卡
6899.0,//item.jd.com/100003456141.html,联想拯救者Y7000,2-2.5kg,20.0mm—25.0mm,15.6英寸,小于5小时,中国大陆,none,windows 10 Office,3G,8G,512G SSD,GTX1050
4299.0,//item.jd.com/46339527372.html,ThinkPadE580,2-2.5kg,18.1mm—20.0mm,none,none,none,none,Windows 10,none,none,none,none
5999.0,//item.jd.com/67278121099.html,机械师（MACHENIKE）T58-V,2.5kg以上,25.0mm以上,15.6英寸,小于5小时,none,none,windows 10 不带Office,4G,8G,256G SSD+1T HDD,GTX1650Ti
10599.0,//item.jd.com/41600031177.html,联想（Lenovo）Lenovo YB-J912L,小于1KG,15.0mm及以下,none,7-9小时,中国大陆,none,Windows 10,none,8G,512G SSD,none
5799.0,//item.jd.com/100004156957.html,惠普HP EliteBook系列,1.5-2kg,15.1mm—18.0mm,none,＞12小时,中国大陆,none,Windows 10,共享系统内存（集成）,8G,512G SSD,集成显卡
10999.0,//item.jd.com/67037802179.html,技嘉（GIGABYTE）AERO 15,2-2.5kg,20.0mm—25.0mm,15.6英寸,7-9小时,none,none,windows 10 不带Office,6G,16G,512G SSD,GTX1660Ti
3399.0,//item.jd.com/100010079822.html,华为荣耀MagicBook,1.5-2kg,15.1mm—18.0mm,none,none,中国大陆,none,DOS/Linux,共享系统内存（集成）,none,none,集成显卡
9999.0,//item.jd.com/69239943230.html,机械师（MACHENIKE）F117-FP,2.5kg以上,25.0mm以上,17.3英寸,小于5小时,none,none,windows 10 不带Office,6G,16G,256G SSD+1T HDD,RTX2060
10999.0,//item.jd.com/100007651872.html,雷神新911,2-2.5kg,20.0mm—25.0mm,17.3英寸,小于5小时,中国大陆,72%NTSC,windows 10 不带Office,6G,16G,512G SSD,RTX2060
5199.0,//item.jd.com/65255818560.html,联想（Lenovo）Lenovo威6-14IIL,1-1.5KG,15.1mm—18.0mm,14-14.9英寸,5-7小时,中国大陆,none,Windows 10,2GB,8G,512G SSD+1T HDD,高性能游戏独立显卡
7299.0,//item.jd.com/100011585438.html,微星Alpha 15,2-2.5kg,25.0mm以上,15.6英寸,小于5小时,中国大陆,72%NTSC,windows 10 不带Office,4G,8G,512G SSD,AMD RX系列
4999.0,//item.jd.com/41350444788.html,联想（Lenovo）小新14,1.5-2kg,15.1mm—18.0mm,none,none,中国大陆,none,Windows 10,2GB,none,512G SSD,MX250
4299.0,//item.jd.com/69335289728.html,ThinkPadThinkBook 14s,1-1.5KG,15.1mm—18.0mm,14-14.9英寸,5-7小时,none,none,Windows 10,none,8G,512G SSD,其他
7699.0,//item.jd.com/100002674315.html,宏碁SF515,小于1KG,15.1mm—18.0mm,none,5-7小时,中国大陆,none,Windows 10,none,none,none,集成显卡
5883.0,//item.jd.com/100012349828.html,lenovo昭阳K43-80,none,none,none,none,中国大陆,none,Windows 7,none,4G,256G SSD,MX250
9899.0,//item.jd.com/100009128958.html,机械师MACHCREATOR,1.5-2kg,20.0mm以下,15.6英寸,7-9小时,中国大陆,none,none,6G,none,none,none
9799.0,//item.jd.com/100003961329.html,AppleMacBook Air,none,none,none,none,中国大陆,none,其他,none,none,none,none
9799.0,//item.jd.com/100006729752.html,AppleMacBook Air,none,none,none,none,中国大陆,none,其他,none,none,none,none
9799.0,//item.jd.com/100006433544.html,VAIOVJS121C0411S,小于1KG,15.1mm—18.0mm,13英寸以下,9小时以上,日本,其他,Windows 10,共享系统内存（集成）,8G,256G SSD,集成显卡
8699.0,//item.jd.com/100000827463.html,雷蛇灵刃15标准版,2-2.5kg,20.0mm以下,none,5-7小时,中国大陆,none,none,6G,none,none,none
10999.0,//item.jd.com/58930035226.html,技嘉（GIGABYTE）AORUS15,2-2.5kg,20.0mm—25.0mm,none,5-7小时,none,none,none,6G,none,none,其他
4899.0,//item.jd.com/46336868625.html,ThinkPad2019 S3锋芒,1.5-2kg,15.1mm—18.0mm,none,none,none,none,Windows 10,none,none,none,none
